crs_id,project_number,year,aid_type,flow_name,donor_name,recipient_name,usd_commitment_deflated,usd_disbursement_deflated,purpose_name,project_title,short_description,long_description,gender,relevance,check,inclusion,employment
2017017026,76_42284,2017,B03,ODA Grants,United States,Ghana,0.04,0.02467,Malaria control,World Health Organization Consolidated Grant,WORLD HEALTH ORGANIZATION CONSOLIDATED GRANT,"This grant provides support for collaborative activities with USAID and the World Health Organization (WHO) in infectious diseases, maternal and child health, family planning, safe motherhood, reproductive health, environmental health and HIV/AIDS. Specifically, support is provided to WHO's relevant technical and program divisions for technical input and assistance in the development, implementation and/or evaluation of health programs and studies including: 1) Global strategy development; 2) Technical analyses; 3) Demonstration activities and feasibility studies; 4) Capacity building; 5) Policy reform; 6) Project evaluation and assessments; 7) Monitoring and evaluation; 8) Education/information strategies; 9) Maternal and neonatal health; 10) Family Planning and Reproductive Health; 11) Implementing Best Practices in Family Planning; and 11) Medical Eligibility Criteria (MEC).",Major gender component,None,potential false negative,Not inclusion,Not employment
2017017038E,76_42284,2017,B03,ODA Grants,United States,"Bilateral, unspecified",0.34713,0.07672,Basic nutrition,World Health Organization Consolidated Grant,WORLD HEALTH ORGANIZATION CONSOLIDATED GRANT,"This grant provides support for collaborative activities with USAID and the World Health Organization (WHO) in infectious diseases, maternal and child health, family planning, safe motherhood, reproductive health, environmental health and HIV/AIDS. Specifically, support is provided to WHO's relevant technical and program divisions for technical input and assistance in the development, implementation and/or evaluation of health programs and studies including: 1) Global strategy development; 2) Technical analyses; 3) Demonstration activities and feasibility studies; 4) Capacity building; 5) Policy reform; 6) Project evaluation and assessments; 7) Monitoring and evaluation; 8) Education/information strategies; 9) Maternal and neonatal health; 10) Family Planning and Reproductive Health; 11) Implementing Best Practices in Family Planning; and 11) Medical Eligibility Criteria (MEC).",Major gender component,None,potential false negative,Not inclusion,Not employment
2015000808,492/e 2014 - 1,2017,B01,ODA Grants,Italy,Colombia,0,0.016909,Medical services,Supporting blind children,SUPPORTING BLIND CHILDREN,Preventing avoidable blindness in underpriviledged children,No gender component,None,potential false negative,Not inclusion,Not employment
2017000025,MFA271,2017,B04,ODA Grants,Iceland,Jordan,0.172984,0.172984,Relief co-ordination and support services,"To better understand the challenges that Syrian women, girls, boys and men face regarding Sexual and Gender Based Violence (SGBV) inJordan.","TO BETTER UNDERSTAND THE CHALLENGES THAT SYRIAN WOMEN, GIRLS, BOYS AND MEN FACE REGARDING SEXUAL AND GENDER BASED VIOLENCE (SGBV) INJORDAN.","Numerous assessments have been conducted to better understand the challenges that Syrianwomen, girls, boys and men face regarding Sexual and Gender Based Violence (SGBV) inJordan. Domestic violence is the most commonly reported from of SGBV among Syrianrefugee women in Jordan, and men and boys who have experienced sexual violence arereluctant to report incidents because of serious stigma attached to SGBV against males.Individuals with specific needs and diverse background face additional social challenges whendisclosing violence, particularly people with disabilities.The lack of compliance to humanitarian standards hinders women's and girl's accessibility toservices and compromises their safety and security during the service access by putting themat direct risk of GBV. Additionally, the Muslim culture would encourage Muslim women to seektreatment in clinic with female doctor, which is rather limited in the accessible clinics inJordanIncreasing cases of traffic accident are reported as another threat in Jordan due to the rapidinflux of population.In relation to injuries, 21.2 per cent of households reported one or more hospitalizations of ahousehold member inJordan for reasons other than childbirth, the most common being injury (20.7 per cent).Common childhood injurieswhich can be mostly prevented are burns, falls, poisoning and road accidents either aspassengers in a vehicle or asa pedestrian.In response to the above mentioned needs, JRCS with the support of IFRC plans a holisticcommunity based approach to meet the needs of the Syrian refugee and host communities.This can be achieved through the consolidation of the already established CBHFA programmein the governorates of Amman, Ajloun, Madaba, Balqa, Jerash and Mafraq.",Major gender component,None,potential false negative,Not inclusion,Not employment
2017281799,"",2017,C01,ODA Grants,France,Wallis and Futuna,0.00225454,0.00225454,Public finance management (PFM),Gestion fiscale et financière de l'État et du secteur public local,GESTION FISCALE ET FINANCIÈRE DE L'ÉTAT ET DU SECTEUR PUBLIC LOCAL,Gestion fiscale et financière de l'État et du secteur public local-Charges de sécurité sociale liées au risque invalidité - Fonctionnaires civils,No gender component,None,potential false negative,Not inclusion,Not employment
2017080081,MBZ-2017-081,2017,C01,ODA Grants,United Arab Emirates,Ukraine,,0.004,Bio-diversity,PODOLIAN BLIND MOLE RAT,PODOLIAN BLIND MOLE RAT,Podolian blind mole rat,No gender component,None,potential false negative,Not inclusion,Not employment
2017080166,MBZ-2017-166,2017,C01,ODA Grants,United Arab Emirates,Ukraine,,0.002,Bio-diversity,LESSER BLIND MOLE RAT,LESSER BLIND MOLE RAT,Lesser blind mole rat,No gender component,None,potential false negative,Not inclusion,Not employment
2017061478A,SE-0-SE-6-10482A0102-PSE-72010,2017,B03,ODA Grants,Sweden,West Bank and Gaza Strip,7.78636,3.51351,Material relief assistance and services,UNRWA agreement 2017-2019 (new strategy),UNRWA AGREEMENT 2017-2019 (NEW STRATEGY),"The proposed interventions will provide humanitarian assistance to Palestine refugees in Jordan, Lebanon, Syria and Palestine affected by the armed conflict in Syria and armed conflict and occupation in Palestine.In response to the humanitarian needs created by the armed conflict in Syria, UNRWA will implement a humanitarian response meeting shelter, education, food security, non-food items, health, livelihoods and protection needs. UNRWA will provide humanitarian assistance to 450,000 refugees remaining in Syria and to the refugees that have fled to Lebanon (31,000 people) and Jordan (16,000 people).In response to the humanitarian needs created by armed conflict and occupation in the oPt, UNRWA will respond to shelter (emergency shelter repair and transitional shelter), education, food security, health, environmental health, livelihoods, psychosocial and protection needs.The total budget for UNRWA's Syria crisis appeal for 2017 was USD 411,005,236 to which Sida contributed SEK 40 million. The total budget for the UNRWA's oPt crisis appeal was USD 402,391,857 for 2017, to which Sida contributed SEK 30 million. The total budget for UNRWAs Emergency appeal for the Syria crisis 2018 is USD 408,958,394 to which Sida is proposed to contribute SEK 25 million. For the Emergency appeal for oPt the budget for 2018 is USD 398,806,944 to which Sida is proposed to contribute SEK 34 million.It is also agreed that Sida will contribute SEK 5 million in 2019 for UNRWA humanitarian interventions in the Syria and oPt crises.",Partial gender component,None,potential false negative,Not inclusion,Not employment
2015008101ETA1,108101,2017,C01,ODA Grants,Canada,Ethiopia,0,0.066968,Multisector aid,East African GEOHealth hub for preventing environmental and occupational health risks,EAST AFRICAN GEOHEALTH HUB FOR PREVENTING ENVIRONMENTAL AND OCCUPATIONAL HEALTH RISKS,"The burden of disease from environmental and occupational health hazards and climate change is a growing concern in eastern Africa. A significant portion of this burden is preventable, but most countries in the region lack the research capacity to analyze environmental health risks and assess policy implications. In addition, government infrastructure for environmental health monitoring, regulation, and enforcement is limited. To tackle these multi-dimensional challenges, this project aims to establish a regional hub of training and research excellence in eastern Africa with Ethiopia, Kenya, Rwanda, and Uganda. The primary focus is to reduce the effects of indoor and outdoor air pollution, which is responsible for high and rising rates of disease and death in the region. The project also addresses emerging occupational health and safety problems from climate change in agriculture. Pilot research aims to analyze and reduce occupational heat stress in key industries of the region (e.g., flower greenhouses), engaging industry to validate models for predicting current and future health risks to workers. The long-term objectives of the project are to build capacity and leadership in eastern Africa for conducting cutting-edge multidisciplinary health research, extending a solution-oriented research portfolio to other countries, and addressing key priority problems in the region on environmental and occupational health. The project is being implemented under the Global Environmental and Occupational Health initiative led by the Fogarty International Center of the US National Institutes of Health in collaboration with Canada's International Development Research Centre. The overall research component of the hub is led by Ethiopia's Addis Ababa University in collaboration with Uganda's Makerere University, Maasai Mara University and Great Lakes University of Kisumu in Kenya, and the University of Rwanda. The research component is closely integrated with a tailored training program for research leaders in the region headed by the universities of Southern California and Wisconsin-Madison.",Partial gender component,None,potential false negative,Not inclusion,Not employment
2015008101RWA1,108101,2017,C01,ODA Grants,Canada,Rwanda,0,0.033484,Multisector aid,East African GEOHealth hub for preventing environmental and occupational health risks,EAST AFRICAN GEOHEALTH HUB FOR PREVENTING ENVIRONMENTAL AND OCCUPATIONAL HEALTH RISKS,"The burden of disease from environmental and occupational health hazards and climate change is a growing concern in eastern Africa. A significant portion of this burden is preventable, but most countries in the region lack the research capacity to analyze environmental health risks and assess policy implications. In addition, government infrastructure for environmental health monitoring, regulation, and enforcement is limited. To tackle these multi-dimensional challenges, this project aims to establish a regional hub of training and research excellence in eastern Africa with Ethiopia, Kenya, Rwanda, and Uganda. The primary focus is to reduce the effects of indoor and outdoor air pollution, which is responsible for high and rising rates of disease and death in the region. The project also addresses emerging occupational health and safety problems from climate change in agriculture. Pilot research aims to analyze and reduce occupational heat stress in key industries of the region (e.g., flower greenhouses), engaging industry to validate models for predicting current and future health risks to workers. The long-term objectives of the project are to build capacity and leadership in eastern Africa for conducting cutting-edge multidisciplinary health research, extending a solution-oriented research portfolio to other countries, and addressing key priority problems in the region on environmental and occupational health. The project is being implemented under the Global Environmental and Occupational Health initiative led by the Fogarty International Center of the US National Institutes of Health in collaboration with Canada's International Development Research Centre. The overall research component of the hub is led by Ethiopia's Addis Ababa University in collaboration with Uganda's Makerere University, Maasai Mara University and Great Lakes University of Kisumu in Kenya, and the University of Rwanda. The research component is closely integrated with a tailored training program for research leaders in the region headed by the universities of Southern California and Wisconsin-Madison.",Partial gender component,None,potential false negative,Not inclusion,Not employment
20152004190003,P001174001,2017,C01,ODA Grants,Canada,Jordan,0,0.138773,Teacher training,Improved Learning Environment for Children/Améliorer l'environnement d'apprentissage pour les enfants,IMPROVED LEARNING ENVIRONMENT FOR CHILDREN/AMÉLIORER L'ENVIRONNEMENT D'APPRENTISSAGE POUR LES ENFANTS,"This project aims to provide a safe and healthy learning environment for 42,352 Jordanian and Syrian refugee girls and boys attending public schools, and 265 education staff in Amman, Irbid, and Zarqa governorates. The three governorates are hosting the largest number of Syrian refugees in Jordan. Project activities include: (1) rehabilitating 75 public schools to meet Ministry of Education safety and security standards and training school-community committees for ongoing maintenance and stewardship; (2) providing technical assistance to the Ministry of Education to develop training material on environmental health and non-violent communication and (3) providing training and capacity development for 40 Ministry of Education staff identified to act as trainers of education staff in public schools on the topics outlined above./Ce projet vise à offrir un environnement d'apprentissage sain et sécuritaire à 42 352 jeunes jordaniens et jeunes réfugiés syriens qui fréquentent l'école publique, et à 265 membres du personnel enseignant des gouvernorats d'Amman, d'Irbid et de Zarqa. Ces gouvernorats accueillent le plus grand nombre de réfugiés syriens en Jordanie. Parmi les activités du projet : 1) réhabilitation de 75 écoles publiques afin que celles-ci répondent aux exigences du ministère de l'Éducation au chapitre de la sécurité et formation de comités école-collectivité pour assurer leur intendance et leur entretien continus; 2) prestation d'une assistance technique au ministère de l'Éducation pour élaborer du matériel de formation sur la santé environnementale et la communication non violente; 3) formation et renforcement des capacités de 40 employés du ministère de l'Éducation qui seront appelés à former à leur tour le personnel enseignant dans les écoles publiques sur les sujets susmentionnés.",Partial gender component,None,potential false negative,Not inclusion,Not employment
2013189301897,INK933,2017,B03,ODA Grants,Australia,Fiji,0.157172,0.157172,Health policy and administrative management,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013189301897,INK933,2017,B03,ODA Grants,Australia,Fiji,0.0676806,0.0676806,Medical services,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013190901913,INK933,2017,B03,ODA Grants,Australia,Papua New Guinea,0.157172,0.157172,Health policy and administrative management,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013190901913,INK933,2017,B03,ODA Grants,Australia,Papua New Guinea,0.0676806,0.0676806,Medical services,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013191101915,INK933,2017,B03,ODA Grants,Australia,Samoa,0.157172,0.157172,Health policy and administrative management,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013191101915,INK933,2017,B03,ODA Grants,Australia,Samoa,0.0676806,0.0676806,Medical services,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013189101895,INK933,2017,B03,ODA Grants,Australia,Cook Islands,0.157172,0.157172,Health policy and administrative management,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013189101895,INK933,2017,B03,ODA Grants,Australia,Cook Islands,0.0676806,0.0676806,Medical services,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013190501909,INK933,2017,B03,ODA Grants,Australia,"Oceania, regional",0.626792,0.626792,Health policy and administrative management,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013190501909,INK933,2017,B03,ODA Grants,Australia,"Oceania, regional",0.0673298,0.0673298,Medical services,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013190701911,INK933,2017,B03,ODA Grants,Australia,Palau,0.11901,0.11901,Health policy and administrative management,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013190701911,INK933,2017,B03,ODA Grants,Australia,Palau,0.0675258,0.0675258,Medical services,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013192301927,INK933,2017,B03,ODA Grants,Australia,Wallis and Futuna,0.0900893,0.0900893,Health policy and administrative management,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013192301927,INK933,2017,B03,ODA Grants,Australia,Wallis and Futuna,0.0676853,0.0676853,Medical services,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013192101925,INK933,2017,B03,ODA Grants,Australia,Vanuatu,0.492332,0.492332,Health policy and administrative management,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2013192101925,INK933,2017,B03,ODA Grants,Australia,Vanuatu,0.0677726,0.0677726,Medical services,Pacific Regional Health Strategy,PACIFIC REGIONAL HEALTH STRATEGY,"Funding under this Investment covers Australia's regional funding assistance to improve health outcomes in the Pacific. The investment is an umbrella initiative and consolidates all Pacific regional health initiatives under one investment. Support will be provided through key multilateral and regional partners including Secretariat of the Pacific Community (SPC), World Health Organisation (WHO), United Nations Population Fund (UNFPA), United Nations Children's Fund (UNICEF), Fiji School of Medicine, College of Medicine, Nursing & Health Sciences, Fiji National University (FSMed/ CMNHS/FNU), International Planned Parenthood Federation Pacific Sub-regional office (IPPF SROP) and Royal Australasian College of Surgeons (RACS). Programs supported under this investment include: specialised clinical services, research, service delivery, avoidable blindness program and basic healthcare. The total value of this multi-country investment is approximately $38.6 million over 3 years, starting 2014-15.",No gender component,None,potential false negative,Not inclusion,Not employment
2017000030025,SCR.CTR.390721,2017,C01,ODA Grants,EU Institutions,Tajikistan,0,0.25217,Democratic participation and civil society,"Strengthening the capacity of Tajik CSOs to be effective advocates for socially-excluded, vulnerable populations in rural areas","STRENGTHENING THE CAPACITY OF TAJIK CSOS TO BE EFFECTIVE ADVOCATES FOR SOCIALLY-EXCLUDED, VULNERABLE POPULATIONS IN RURAL AREAS","Project aim is to strengthen the capacity of Tajik CSOs to be effective advocates for socially excluded, vulnerable populations in rural areas, using the nexus of rural development and environmental health as a model.   Specific objectives is to build capacity of local CSOs to 1) advocate for improved governance, transparency and fact-based decision and policy-making in local development planning  2) assist local government to tackle priority environmental health and rural development problems",Partial gender component,None,potential false negative,Not inclusion,Not employment
2015000328004,SCR.CTR.383490,2017,C01,ODA Grants,EU Institutions,Georgia,0,0.824214,Public sector policy and administrative management,Institutional Strengthening of Environmental Health System of Georgia,INSTITUTIONAL STRENGTHENING OF ENVIRONMENTAL HEALTH SYSTEM OF GEORGIA,"The  overall  objective  of  this  partnership  is  to  promote  the  effective  environmental  health  system  and improving health- related conditions for the benefit of the population of Georgia. The  project  purpose  is  to  strengthen  the  legal  framework  on  environmental  health  in  Georgia  through approximation with European requirements, improving environmental health management, ensuring long-lasting environmental policy development and strengthening intersectorial collaboration",Partial gender component,None,potential false negative,Not inclusion,Not employment
2017000752,TA12003,2017,C01,ODA Grants,OPEC Fund for International Development,Niger,,0.25,Infectious disease control,Fighting Avoidable Blindness in Niger through a South-South Cooperation Model,FIGHTING AVOIDABLE BLINDNESS IN NIGER THROUGH A SOUTH-SOUTH COOPERATION MODEL,"This project aims at enhancing access to and quality of eye health care in Niger building on the activities undertaken by the Alliance to Fight Avoidable Blindness and benefitting from the recently introduced IsDB Reverse Linkage program. The project will entail two main components: the construction of an ophthalmic unit at the Lamorde Hospital in Niamey district, and providing it with the necessary equipment; in addition to training around 40 local eye care specialists, including 10 ophthalmic physicians; in order to help build the country's health sector's capacities and ensure the sustainability of this intervention.",No gender component,None,potential false negative,Not inclusion,Not employment
2017000808,R13032,2017,E01,ODA Grants,OPEC Fund for International Development,Yemen,,0.01155,Higher education,OFID Scholarship Award 2017 / Ms Sarah Al-Furasi,OFID SCHOLARSHIP AWARD 2017 / MS SARAH AL-FURASI,"Ms Sarah Al-Furasi is one of the 2017 OFID Scholarship recipients. She has been admitted as a full-time student for the Master of Science in Public and Environmental Health Sciences at the University of Birmingham, UK.",No gender component,None,potential false negative,Not inclusion,Not employment
